rediscovery_c1ccccc1_mean,rediscovery_c1ccccc1_med,rediscovery_c1ccccc1_min,rediscovery_c1ccccc1_max,rediscovery_c1ccccc1_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0006501674652099609,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.002147674560546875,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.003913402557373047,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.006286144256591797,0,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0.00911092758178711,0,0,2,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0.013147354125976562,0,0,17,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0.018154382705688477,0,0,15,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4,0.025023937225341797,0,0,19,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,0.03417348861694336,0,0,17,0,0,0,0,0
0.0038359788359788364,0.0,0.0,0.03571428571428571,0.010857041007391747,0.0038359788359788364,0.0,0.0,0.03571428571428571,0.010857041007391747,17,5,0.05021977424621582,0,0,75,0,0,0,0,0
0.00780225586611456,0.0,0.0,0.08695652173913043,0.019857424902028617,0.00780225586611456,0.0,0.0,0.08695652173913043,0.019857424902028617,23,6,0.06534028053283691,0,0,46,0,0,0,0,0
0.014555071389169479,0.0,0.0,0.08695652173913043,0.027613279018570663,0.014555071389169479,0.0,0.0,0.08695652173913043,0.027613279018570663,33,10,0.08431720733642578,0,0,31,0,0,0,0,0
0.015685090943990787,0.0,0.0,0.08695652173913043,0.027335564923166696,0.015685090943990787,0.0,0.0,0.08695652173913043,0.027335564923166696,43,10,0.33088016510009766,0,0,76,0,0,0,0,0
0.015593982833714007,0.0,0.0,0.08695652173913043,0.02554179158598307,0.015593982833714007,0.0,0.0,0.08695652173913043,0.02554179158598307,53,10,0.34856128692626953,0,0,32,0,0,0,0,0
0.019607896135733514,0.0,0.0,0.08695652173913043,0.026643671667972907,0.019607896135733514,0.0,0.0,0.08695652173913043,0.026643671667972907,63,10,0.3597900867462158,0,0,6,0,0,0,0,0
0.020768082781029575,0.0,0.0,0.08695652173913043,0.026750775769623453,0.020768082781029575,0.0,0.0,0.08695652173913043,0.026750775769623453,73,10,0.3747735023498535,0,0,15,0,0,0,0,0
0.022679012609710836,0.0,0.0,0.08695652173913043,0.027475287301092114,0.022679012609710836,0.0,0.0,0.08695652173913043,0.027475287301092114,83,10,0.3876676559448242,0,0,10,0,0,0,0,0
0.02422225868495073,0.013157894736842105,0.0,0.08695652173913043,0.02787804469898563,0.02422225868495073,0.013157894736842105,0.0,0.08695652173913043,0.02787804469898563,93,10,0.4065055847167969,0,0,27,0,0,0,0,0
0.02575281276634013,0.02702702702702703,0.0,0.10344827586206896,0.02866697794153778,0.02575281276634013,0.02702702702702703,0.0,0.10344827586206896,0.02866697794153778,103,10,0.42929601669311523,0,0,25,0,0,0,0,0
0.026261179635749487,0.027777777777777776,0.0,0.10344827586206896,0.028405137194492374,0.026261179635749487,0.027777777777777776,0.0,0.10344827586206896,0.028405137194492374,113,10,0.4459502696990967,0,0,22,0,0,0,0,0
0.027904576445745705,0.028991596638655463,0.0,0.10344827586206896,0.02859554003199818,0.027904576445745705,0.028991596638655463,0.0,0.10344827586206896,0.02859554003199818,123,10,0.4673171043395996,0,0,28,0,0,0,0,0
0.030153568948532956,0.029411764705882353,0.0,0.1111111111111111,0.030165669622382166,0.030153568948532956,0.029411764705882353,0.0,0.1111111111111111,0.030165669622382166,133,10,0.48860955238342285,0,0,29,0,0,0,0,0
0.030799774875492077,0.029411764705882353,0.0,0.13793103448275862,0.031011493365057315,0.030799774875492077,0.029411764705882353,0.0,0.13793103448275862,0.031011493365057315,143,10,0.5112645626068115,0,0,33,0,0,0,0,0
0.03167741136888708,0.029411764705882353,0.0,0.13793103448275862,0.032069915625162544,0.03167741136888708,0.029411764705882353,0.0,0.13793103448275862,0.032069915625162544,153,10,0.5422024726867676,0,0,54,0,0,0,0,0
0.03257325787395077,0.029857397504456328,0.0,0.13793103448275862,0.03244299538659645,0.03257325787395077,0.029857397504456328,0.0,0.13793103448275862,0.03244299538659645,163,10,0.5623416900634766,0,0,29,0,0,0,0,0
0.032679561339409816,0.029857397504456328,0.0,0.13793103448275862,0.03207339788414751,0.032679561339409816,0.029857397504456328,0.0,0.13793103448275862,0.03207339788414751,173,10,0.5948729515075684,0,0,39,0,0,0,0,0
0.0338036191709005,0.030303030303030304,0.0,0.13793103448275862,0.03289227944442848,0.0338036191709005,0.030303030303030304,0.0,0.13793103448275862,0.03289227944442848,183,10,0.6186103820800781,0,0,39,0,0,0,0,0
0.034635119905529095,0.030776515151515152,0.0,0.17391304347826086,0.03457426319297221,0.034635119905529095,0.030776515151515152,0.0,0.17391304347826086,0.03457426319297221,193,10,0.6384232044219971,0,0,26,0,0,0,0,0
0.035161338643295945,0.03125,0.0,0.17391304347826086,0.034443151853754496,0.035161338643295945,0.03125,0.0,0.17391304347826086,0.034443151853754496,203,10,0.6854441165924072,0,0,96,0,0,0,0,0
0.03621692233813628,0.031754032258064516,0.0,0.17391304347826086,0.03434508814598461,0.03621692233813628,0.031754032258064516,0.0,0.17391304347826086,0.03434508814598461,213,10,0.7129316329956055,0,0,43,0,0,0,0,0
0.0366845737712883,0.031754032258064516,0.0,0.17391304347826086,0.034740216892634616,0.0366845737712883,0.031754032258064516,0.0,0.17391304347826086,0.034740216892634616,223,10,0.7437310218811035,0,0,58,0,0,0,0,0
0.0375021797783397,0.03225806451612903,0.0,0.17391304347826086,0.03516330688626927,0.0375021797783397,0.03225806451612903,0.0,0.17391304347826086,0.03516330688626927,233,10,0.7616007328033447,0,0,24,0,0,0,0,0
0.03906200889517795,0.03279569892473118,0.0,0.17391304347826086,0.03601595873588005,0.03906200889517795,0.03279569892473118,0.0,0.17391304347826086,0.03601595873588005,243,10,0.7812058925628662,0,0,17,0,0,0,0,0
0.03940878803627561,0.03333333333333333,0.0,0.17391304347826086,0.03642620765396673,0.03940878803627561,0.03333333333333333,0.0,0.17391304347826086,0.03642620765396673,253,10,0.8038833141326904,0,0,25,0,0,0,0,0
0.04003467665919978,0.034482758620689655,0.0,0.17391304347826086,0.03678664396706634,0.04003467665919978,0.034482758620689655,0.0,0.17391304347826086,0.03678664396706634,263,10,0.8226654529571533,0,0,13,0,0,0,0,0
0.04115045908170599,0.035098522167487683,0.0,0.17391304347826086,0.03700768157878637,0.04115045908170599,0.035098522167487683,0.0,0.17391304347826086,0.03700768157878637,273,10,0.8406238555908203,0,0,10,0,0,0,0,0
0.0408736984322381,0.034482758620689655,0.0,0.17391304347826086,0.03702248805975013,0.0408736984322381,0.034482758620689655,0.0,0.17391304347826086,0.03702248805975013,283,10,0.8670861721038818,0,0,29,0,0,0,0,0
0.04195126214207488,0.03571428571428571,0.0,0.17391304347826086,0.03719394119263841,0.04195126214207488,0.03571428571428571,0.0,0.17391304347826086,0.03719394119263841,293,10,0.8915202617645264,0,0,30,0,0,0,0,0
0.0422434863047874,0.038461538461538464,0.0,0.17391304347826086,0.0372374790897052,0.0422434863047874,0.038461538461538464,0.0,0.17391304347826086,0.0372374790897052,303,10,0.9185361862182617,0,0,24,0,0,0,0,0
0.04283896985091223,0.043055555555555555,0.0,0.17391304347826086,0.03729748679318793,0.04283896985091223,0.043055555555555555,0.0,0.17391304347826086,0.03729748679318793,313,10,0.9427659511566162,0,0,15,0,0,0,0,0
0.04345982129621415,0.046031746031746035,0.0,0.3103448275862069,0.04001269401268548,0.04345982129621415,0.046031746031746035,0.0,0.3103448275862069,0.04001269401268548,323,10,0.9605793952941895,0,0,11,0,0,0,0,0
0.044257718432596405,0.04878048780487805,0.0,0.3103448275862069,0.04020294552467268,0.044257718432596405,0.04878048780487805,0.0,0.3103448275862069,0.04020294552467268,333,10,0.9908709526062012,0,0,31,0,0,0,0,0
0.045727782929583835,0.05128205128205128,0.0,0.3103448275862069,0.040601750285637776,0.045727782929583835,0.05128205128205128,0.0,0.3103448275862069,0.040601750285637776,343,10,1.0199177265167236,0,0,30,0,0,0,0,0
0.04638805178888003,0.05128205128205128,0.0,0.3103448275862069,0.04055881871061727,0.04638805178888003,0.05128205128205128,0.0,0.3103448275862069,0.04055881871061727,353,10,1.0486876964569092,0,0,36,0,0,0,0,0
0.04686552823240558,0.05128205128205128,0.0,0.3103448275862069,0.040659223946937356,0.04686552823240558,0.05128205128205128,0.0,0.3103448275862069,0.040659223946937356,363,10,1.0716147422790527,0,0,10,0,0,0,0,0
0.047630819366937166,0.05195681511470985,0.0,0.3103448275862069,0.04132121899202821,0.047630819366937166,0.05195681511470985,0.0,0.3103448275862069,0.04132121899202821,373,10,1.1034092903137207,0,0,37,0,0,0,0,0
0.048226397306606474,0.05263157894736842,0.0,0.3103448275862069,0.0414826738286319,0.048226397306606474,0.05263157894736842,0.0,0.3103448275862069,0.0414826738286319,383,10,1.1249444484710693,0,0,17,0,0,0,0,0
0.04857078456236299,0.05263157894736842,0.0,0.3103448275862069,0.04142211539179962,0.04857078456236299,0.05263157894736842,0.0,0.3103448275862069,0.04142211539179962,393,10,1.161505937576294,0,0,51,0,0,0,0,0
0.04876930589478156,0.05334281650071124,0.0,0.3103448275862069,0.04138235492887786,0.04876930589478156,0.05334281650071124,0.0,0.3103448275862069,0.04138235492887786,403,10,1.1911365985870361,0,0,31,0,0,0,0,0
0.04897117626833059,0.05405405405405406,0.0,0.3103448275862069,0.04137442150219021,0.04897117626833059,0.05405405405405406,0.0,0.3103448275862069,0.04137442150219021,413,10,1.2164497375488281,0,0,30,0,0,0,0,0
0.04895091462688189,0.05405405405405406,0.0,0.3103448275862069,0.041499423047912716,0.04895091462688189,0.05405405405405406,0.0,0.3103448275862069,0.041499423047912716,423,10,1.2463383674621582,0,0,28,0,0,0,0,0
0.049238617836797845,0.05405405405405406,0.0,0.3103448275862069,0.041424072665725946,0.049238617836797845,0.05405405405405406,0.0,0.3103448275862069,0.041424072665725946,433,10,1.2809770107269287,0,0,42,0,0,0,0,0
0.04911898278548259,0.05405405405405406,0.0,0.3103448275862069,0.04163793248214285,0.04911898278548259,0.05405405405405406,0.0,0.3103448275862069,0.04163793248214285,443,10,1.3134465217590332,0,0,40,0,0,0,0,0
0.049119399781420686,0.05334281650071124,0.0,0.3103448275862069,0.04154274889961499,0.049119399781420686,0.05334281650071124,0.0,0.3103448275862069,0.04154274889961499,453,10,1.357501745223999,0,0,51,0,0,0,0,0
0.05011688835538567,0.05405405405405406,0.0,0.3103448275862069,0.04271169626099481,0.05011688835538567,0.05405405405405406,0.0,0.3103448275862069,0.04271169626099481,463,10,1.3910276889801025,0,0,43,0,0,0,0,0
0.05096880245402716,0.05405405405405406,0.0,0.3103448275862069,0.04295521443157764,0.05096880245402716,0.05405405405405406,0.0,0.3103448275862069,0.04295521443157764,473,10,1.4261908531188965,0,0,45,0,0,0,0,0
0.051083747474104255,0.05405405405405406,0.0,0.3103448275862069,0.04353732672109147,0.051083747474104255,0.05405405405405406,0.0,0.3103448275862069,0.04353732672109147,483,10,1.47806978225708,0,0,89,0,0,0,0,0
0.05185997591057611,0.054804804804804805,0.0,0.3103448275862069,0.043961196534652774,0.05185997591057611,0.054804804804804805,0.0,0.3103448275862069,0.043961196534652774,493,10,1.5073039531707764,0,0,25,0,0,0,0,0
0.05253075144100054,0.05555555555555555,0.0,0.3103448275862069,0.045075997588405914,0.05253075144100054,0.05555555555555555,0.0,0.3103448275862069,0.045075997588405914,503,10,1.532404899597168,0,0,19,0,0,0,0,0
0.05447204972063708,0.05555555555555555,0.0,1.0,0.061219954392732305,0.05447204972063708,0.05555555555555555,0.0,1.0,0.061219954392732305,513,10,1.5570316314697266,0,0,13,0,0,0,0,0
